event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_1km,population_2km,population_5km,population_best
SRB3943,"30 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Students (Serbia); Teachers (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,Belgrade,"Savski Venac",,"Belgrade - Savski Venac",44.7821,20.4517,1,"N1TV Online - Serbia",National,"On 30 January 2025, students and professors from the Faculty of Dramatic Arts (FDU) gathered in front of the Palace of Justice in Belgrade - Savski Venac to support students giving testimonies regarding an attack on them on 22 November 2024. As part of the 'Serbia, Stop' campaign, the protesters also observed 15 minutes of silence to honor the victims and advocate for their demands.",0,"crowd size=no report",1738712872,6393,29708,109163,6393
SRB3944,"30 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Students (Serbia); Teachers (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,Kolubara,Valjevo,,Valjevo,44.272,19.8874,1,"N1TV Online - Serbia",National,"On 30 January 2025, citizens, university and high school students and teachers gathered in Valjevo to support students who have been occupying their faculties nationwide. The protesters demanded accountability for the deaths of 15 people following the collapse of a concrete canopy at the Novi Sad train station, blaming corruption for the tragedy. As part of the 'Serbia, Stop' campaign, the protesters observed 15 minutes of silence to honor the victims and advocate for their demands.",0,"crowd size=no report",1738712872,5855,23076,66513,5855
SRB3959,"30 January 2025",2025,1,Demonstrations,Protests,"Protest with intervention","Protesters (Serbia)","Health Workers (Serbia); Students (Serbia)",Protesters,"Rioters (Serbia)",,Rioters,Rioters-Protesters,,688,Europe,Serbia,Belgrade,,,Belgrade,44.6916,20.4261,2,"FoNet; N1TV Online - Serbia",National,"On 30 January 2025, citizens, students, and health workers gathered at various locations in Belgrade to observe 15 minutes of silence as part of the 'Serbia, Stop' campaign. This movement encourages participants to pause their activities and block roads for 15 minutes to honor the 15 victims who lost their lives due to the collapse of a concrete canopy at the train station in Novi Sad and to demand accountability for this tragedy. During one such gathering in the Karaburma neighborhood in Belgrade - Palilula an unknown individual threw bricks from a nearby building at the assembled protesters, without injuring anyone.",0,"crowd size=no report",1738712872,1777,13861,33117,1777
SRB3995,"30 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)",,Protesters,,,,"Protesters only",,688,Europe,Serbia,Branicevo,Kostolac,,Kostolac,44.7135,21.1692,1,"N1TV Online - Serbia",National,"On 30 January 2025, citizens gathered in Kostolac to support students who have been occupying their faculties nationwide. The protesters demanded accountability for the deaths of 15 people following the collapse of a concrete canopy at the Novi Sad train station, blaming corruption for the tragedy.",0,"crowd size=no report",1738712872,2973,10908,21082,2973
SRB3996,"30 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)",,Protesters,,,,"Protesters only",,688,Europe,Serbia,Pcinja,Surdulica,,Kula,42.7216,22.2772,1,"N1TV Online - Serbia",National,"On 30 January 2025, citizens gathered in Kula to support students who have been occupying their faculties nationwide. The protesters demanded accountability for the deaths of 15 people following the collapse of a concrete canopy at the Novi Sad train station, blaming corruption for the tragedy.",0,"crowd size=no report",1738712872,1,6,1,1
SRB3916,"30 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Students (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,Srem,Pecinci,,Pecinci,44.9088,19.9663,1,"Danas; N1TV Online - Serbia",National-Regional,"On 30 January 2025, 470 citizens and students (according to the Archive of Public Gatherings) gathered in Pecinci to support students who have been occupying their faculties nationwide. The protesters demanded accountability for the deaths of 15 people following the collapse of a concrete canopy at the Novi Sad train station, blaming corruption for the tragedy.",0,"crowd size=470",1739297799,723,3218,5906,723
SRB3889,"29 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Health Workers (Serbia); Students (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,"South Backa","Novi Sad",,"Novi Sad",45.2593,19.8291,1,"N1TV Online - Serbia",National,"On 29 January 2025, several tens of health workers, along with students, marched in protest from the Medical Faculty to the headquarters of the Regional Medical Chamber of Vojvodina in Novi Sad to deliver a demand for the Chamber to officially support the students' calls for accountability for the loss of 15 lives following the collapse of a concrete canopy at the train station in Novi Sad, ultimately blaming corruption for this tragic event. On the same day, health workers also gathered in front of the children's hospital in Novi Sad to observe 15 minutes of silence as part of the 'Serbia, Stop' campaign, honoring the victims and advocating for students' demands.",0,"crowd size=several tens",1738712872,9541,41595,169916,9541
SRB3913,"29 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Students (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,Belgrade,Zemun,,"Belgrade - Zemun",44.8483,20.3624,1,"N1TV Online - Serbia",National,"On 29 January 2025, high school students occupied the Zemunska Gymnasium in Belgrade - Zemun, thus joining the students' occupations. These pupils are advocating for students' demands to be met, including the publication of documents related to the reconstruction of the Railway Station in Novi Sad, the release and dismissal of charges against those arrested during the protests, and the filing of criminal charges against individuals who attacked students during the protests.",0,"crowd size=no report",1738712872,11252,47644,146353,11252
SRB3933,"29 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Labor Group (Serbia); Students (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,Belgrade,"Savski Venac",,"Belgrade - Savski Venac",44.7821,20.4517,1,"N1TV Online - Serbia",National,"On 29 January 2025, students and engineers gathered in front of the Engineers' Chamber of Serbia in Belgrade - Savski Venac to support student demands for accountability regarding the loss of 15 lives due to the collapse of a concrete canopy at the train station in Novi Sad. The protesters called for the depoliticization of the Chamber and emphasized the need for independent professional work that is free from political influence.",0,"crowd size=no report",1738712872,6393,29708,109163,6393
SRB3942,"29 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Students (Serbia); Teachers (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,"North Backa",Subotica,,Subotica,46.101,19.6682,1,"N1TV Online - Serbia",National,"On 29 January 2025, citizens, high school students and professors gathered in Subotica to observe 15 minutes of silence as part of the 'Serbia, Stop' campaign, with an aim to honor the 15 victims who lost their lives following the collapse of the concrete canopy at the Novi Sad's train station and demand accountability for this tragic event.",0,"crowd size=no report",1738712872,2521,14944,65157,2521
SRB3950,"29 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Teachers (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,"South Backa","Novi Sad",,"Novi Sad",45.2593,19.8291,1,"N1TV Online - Serbia",National,"On 29 January 2025, teachers and representatives of the informal academic network 'Free University' ('Slobodan Univerzitet') gathered in front of the office of the Provincial Ombudsman in Novi Sad to protest the institution's silence regarding the recent attacks on students and the tragic events in the city, referring to the collapse of canopy at railway station which resulted in death of 15 people. The participants demanded a more proactive stance from the Ombudsman's office.",0,"crowd size=no report",1738712872,9541,41595,169916,9541
SRB3989,"29 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)",,Protesters,,,,"Protesters only",,688,Europe,Serbia,Belgrade,,,Belgrade,44.6916,20.4261,2,"N1TV Online - Serbia",National,"On 29 January 2025, citizens and parents of school children in front of several schools in Belgrade to show support for education workers who had gone or plan to go on strike and suspended classes. The strike was in solidarity with students occupying universities across the country, demanding accountability for the loss of 15 lives due to the collapse of a concrete canopy at the train station in Novi Sad. Protesters ultimately attributed this tragic event to corruption.",0,"crowd size=no report",1738712872,1777,13861,33117,1777
SRB3990,"29 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)",,Protesters,,,,"Protesters only",,688,Europe,Serbia,Belgrade,Palilula,,"Belgrade - Palilula",44.8103,20.4744,1,"N1TV Online - Serbia",National,"On 29 January 2025, residents of the Karaburma neighborhood observed 16-minutes of silence in Belgrade - Palilula as part of 'Serbia, Stop' campaign, with an aim to honor the dog named Dona who was ran over by an ambulance car during a protest in Novi Sad and the 15 victims who lost their lives following the collapse of the concrete canopy at the Novi Sad's train station and demand accountability for these tragic events.",0,"crowd size=no report",1738712872,27316,37246,76878,27316
SRB3991,"29 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)",,Protesters,,,,"Protesters only",,688,Europe,Serbia,Moravica,"Gornji Milanovac",,"Gornji Milanovac",44.0245,20.4586,1,"N1TV Online - Serbia",National,"On 29 January 2025, several thousand citizens gathered in Gornji Milanovac to protest the attack on students in Novi Sad, where a local student was among those harmed. The demonstrators demanded justice for the attacked students and called for accountability regarding both the attack and the collapse of the concrete canopy at Novi Sad's railway station, which resulted in 15 deaths.",0,"crowd size=several thousand",1738712872,2625,17840,31303,2625
SRB3992,"29 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)",,Protesters,,,,"Protesters only",,688,Europe,Serbia,Sumadija,Lapovo,,Lapovo,44.1852,21.1024,1,"Danas; N1TV Online - Serbia",National-Regional,"On 29 January 2025, around 700 citizens gathered in Lapovo to support students who have been occupying their faculties nationwide. The protesters demanded accountability for the deaths of 15 people following the collapse of a concrete canopy at the Novi Sad train station, blaming corruption for the tragedy.",0,"crowd size=around 700",1738712872,2548,5931,8036,2548
SRB3993,"29 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)",,Protesters,,,,"Protesters only",,688,Europe,Serbia,Branicevo,Pozarevac,,Pozarevac,44.6222,21.1826,1,"N1TV Online - Serbia",National,"On 29 January 2025, citizens gathered in Pozarevac to support students who have been occupying their faculties nationwide. The protesters demanded accountability for the deaths of 15 people following the collapse of a concrete canopy at the Novi Sad train station, blaming corruption for the tragedy.",0,"crowd size=no report",1738712872,4197,14701,31008,4197
